competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Fantin CRISCI,400-metres-hurdles,male,FRA,49.4,No,2.5646927e-05,Yes,No,No,Unknown
Shunta INOUE,400-metres-hurdles,male,JPN,49.4,No,2.306116e-05,Yes,No,No,Yes
Njabulo MBATHA,400-metres-hurdles,male,RSA,49.4,No,3.6209134e-05,Yes,No,No,Yes
Nick SMIDT,400-metres-hurdles,male,NED,49.41,No,1.9837225e-05,Yes,No,No,No
Yeral NUÑEZ,400-metres-hurdles,male,DOM,49.41,No,8.296008e-05,Yes,No,No,Yes
Joshua ABUAKU,400-metres-hurdles,male,GER,49.41,No,2.6308871e-05,Yes,No,No,No
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.41,No,6.1955416e-06,Yes,No,No,No
Yusaku KODAMA,400-metres-hurdles,male,JPN,49.41,No,2.306116e-05,Yes,No,No,No
Kaito TSUTSUE,400-metres-hurdles,male,JPN,49.41,No,6.1955416e-06,Yes,No,No,No
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.41,No,2.3359396e-05,Yes,No,No,Unknown
Jesús David DELGADO,400-metres-hurdles,male,ESP,49.41,No,6.922849e-06,Yes,No,No,Yes
Yusaku KODAMA,400-metres-hurdles,male,JPN,49.41,No,2.306116e-05,Yes,No,No,No
Danil YEFIMOV,400-metres-hurdles,male,RUS,49.42,No,3.2634383e-05,Yes,No,No,Unknown
Jesús David DELGADO,400-metres-hurdles,male,ESP,49.42,No,6.922849e-06,Yes,No,No,Yes
Victor NTWENG,400-metres-hurdles,male,BOT,49.42,No,6.834741e-05,Yes,No,No,Yes
Simon DESCHAMPS,400-metres-hurdles,male,FRA,49.42,No,2.5978605e-05,Yes,No,No,Unknown
Guillermo CAMPOS,400-metres-hurdles,male,MEX,49.43,No,2.45762e-05,Yes,No,No,Yes
Rasheeme GRIFFITH,400-metres-hurdles,male,BAR,49.43,No,0.00014886275,Yes,No,No,No
Wiseman Were MUKHOBE,400-metres-hurdles,male,KEN,49.43,No,8.663446e-06,Yes,No,No,No
Anan YE,400-metres-hurdles,male,CHN,49.43,No,0.0001327568,Yes,No,No,Yes
Malik JAMES-KING,400-metres-hurdles,male,JAM,49.43,No,2.7316099e-05,Yes,No,No,Yes
Joshua FAULDS,400-metres-hurdles,male,GBR,49.43,No,4.4375636e-05,Yes,No,No,Unknown
Kemorena TISANG,400-metres-hurdles,male,BOT,49.44,No,6.834741e-05,Yes,No,No,No
James SMITH II,400-metres-hurdles,male,USA,49.44,No,5.231424e-05,Yes,No,No,No
Oskar EDLUND,400-metres-hurdles,male,SWE,49.44,No,4.486313e-05,Yes,No,No,Yes
Joshua FAULDS,400-metres-hurdles,male,GBR,49.44,No,4.4375636e-05,Yes,No,No,Unknown
Oskar EDLUND,400-metres-hurdles,male,SWE,49.44,No,4.486313e-05,Yes,No,No,Yes
Bassem HEMEIDA,400-metres-hurdles,male,QAT,49.44,No,6.534781e-05,Yes,No,No,No
Antti SAINIO,400-metres-hurdles,male,FIN,49.44,No,2.7208072e-05,Yes,No,No,Yes
Assinie WILSON,400-metres-hurdles,male,JAM,49.45,No,2.306116e-05,Yes,No,No,No
Kazuki KUROKAWA,400-metres-hurdles,male,JPN,49.45,No,2.306116e-05,Yes,No,No,No
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.45,No,3.414297e-05,Yes,No,No,Unknown
Constantin CÎŞLARI,400-metres-hurdles,male,GER,49.45,No,9.348716e-06,Yes,No,No,Unknown
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,49.45,No,2.7450797e-05,Yes,No,No,Yes
Tyri DONOVAN,400-metres-hurdles,male,GBR,49.45,No,7.506619e-06,Yes,No,No,Unknown
Soujiro MORITAKA,400-metres-hurdles,male,JPN,49.45,No,2.306116e-05,Yes,No,No,Yes
Joshua ABUAKU,400-metres-hurdles,male,GER,49.45,No,2.6308871e-05,Yes,No,No,No
Rasheeme GRIFFITH,400-metres-hurdles,male,BAR,49.45,No,0.00014886275,Yes,No,No,No
Reyte RASH,400-metres-hurdles,male,USA,49.45,No,4.2211654e-05,Yes,No,No,Unknown
Assinie WILSON,400-metres-hurdles,male,JAM,49.46,No,2.306116e-05,Yes,No,No,No
Jake MINSHULL,400-metres-hurdles,male,GBR,49.46,No,2.950235e-05,Yes,No,No,Unknown
Victor NTWENG,400-metres-hurdles,male,BOT,49.46,No,6.834741e-05,Yes,No,No,Yes
Alex KNIBBS,400-metres-hurdles,male,GBR,49.46,No,7.506619e-06,Yes,No,No,No
Julien BONVIN,400-metres-hurdles,male,SUI,49.46,No,5.4308373e-05,Yes,No,No,No
Alex KNIBBS,400-metres-hurdles,male,GBR,49.47,No,7.506619e-06,Yes,No,No,No
Vít MÜLLER,400-metres-hurdles,male,CZE,49.47,No,6.077675e-05,Yes,No,No,No
Saad HINTI,400-metres-hurdles,male,MAR,49.47,No,2.45762e-05,Yes,No,No,No
Oskar EDLUND,400-metres-hurdles,male,SWE,49.47,No,4.486313e-05,Yes,No,No,Yes
Shunta INOUE,400-metres-hurdles,male,JPN,49.47,No,2.306116e-05,Yes,No,No,Yes
Hayato SHIMODA,400-metres-hurdles,male,JPN,49.47,No,2.5587293e-05,Yes,No,No,Unknown
Joshua FAULDS,400-metres-hurdles,male,GBR,49.47,No,4.4375636e-05,Yes,No,No,Unknown
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.47,No,3.414297e-05,Yes,No,No,Unknown
Jake MINSHULL,400-metres-hurdles,male,GBR,49.47,No,2.950235e-05,Yes,No,No,Unknown
Jevon WILLIAMS,400-metres-hurdles,male,USA,49.47,No,4.2211654e-05,Yes,No,No,Yes
Caleb DEAN,400-metres-hurdles,male,USA,49.48,No,4.2211654e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,49.48,No,3.414297e-05,Yes,No,No,No
Shunta INOUE,400-metres-hurdles,male,JPN,49.48,No,2.306116e-05,Yes,No,No,Yes
Trevor BASSITT,400-metres-hurdles,male,USA,49.49,No,9.5311974e-05,Yes,No,No,No
Kaito TSUTSUE,400-metres-hurdles,male,JPN,49.49,No,6.1955416e-06,Yes,No,No,No
Matic Ian GUČEK,400-metres-hurdles,male,SLO,49.49,No,4.912666e-05,Yes,No,No,No
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.49,No,2.3359396e-05,Yes,No,No,Unknown
Tyrece HYMAN,400-metres-hurdles,male,JAM,49.49,No,2.5587293e-05,Yes,No,No,Unknown
Michal RADA,400-metres-hurdles,male,CZE,49.49,No,8.800962e-05,Yes,No,No,Unknown
Juander SANTOS,400-metres-hurdles,male,DOM,49.49,No,6.077675e-05,Yes,No,No,No
Michal RADA,400-metres-hurdles,male,CZE,49.49,No,8.800962e-05,Yes,No,No,Unknown
Alastair CHALMERS,400-metres-hurdles,male,GBR,49.49,No,4.4375636e-05,Yes,No,No,No
Noah LANGFORD,400-metres-hurdles,male,USA,49.5,No,5.231424e-05,Yes,No,No,Unknown
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,49.5,No,2.7450797e-05,Yes,No,No,Yes
Seamus DERBYSHIRE,400-metres-hurdles,male,GBR,49.5,No,4.4375636e-05,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.5,No,2.5587293e-05,Yes,No,No,Unknown
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.51,No,2.3359396e-05,Yes,No,No,Unknown
Kipkorir ROTICH,400-metres-hurdles,male,KEN,49.51,No,8.663446e-06,Yes,No,No,Unknown
Duarte FERNANDES,400-metres-hurdles,male,POR,49.51,No,3.4007753e-05,Yes,No,No,Unknown
Seamus DERBYSHIRE,400-metres-hurdles,male,GBR,49.51,No,4.4375636e-05,Yes,No,No,No
Devin NUGENT,400-metres-hurdles,male,USA,49.52,No,4.2211654e-05,Yes,No,No,Unknown
Assinie WILSON,400-metres-hurdles,male,JAM,49.52,No,2.306116e-05,Yes,No,No,No
Fyodor IVANOV,400-metres-hurdles,male,RUS,49.52,No,3.2634383e-05,Yes,No,No,No
İsmail NEZIR,400-metres-hurdles,male,TUR,49.52,No,4.486313e-05,Yes,No,No,No
Bryce MCCRAY,400-metres-hurdles,male,USA,49.52,No,5.546507e-05,Yes,No,No,Yes
James SMITH II,400-metres-hurdles,male,USA,49.53,No,5.231424e-05,Yes,No,No,No
Anan YE,400-metres-hurdles,male,CHN,49.53,No,0.0001327568,Yes,No,No,No
Julien BONVIN,400-metres-hurdles,male,SUI,49.53,No,5.4308373e-05,Yes,No,No,No
Juander SANTOS,400-metres-hurdles,male,DOM,49.54,No,6.077675e-05,Yes,No,No,No
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.54,No,0.00014886275,Yes,No,No,Yes
Reyte RASH,400-metres-hurdles,male,USA,49.54,No,4.2211654e-05,Yes,No,No,Unknown
Ryan MATULONIS,400-metres-hurdles,male,USA,49.54,No,6.652853e-05,Yes,No,No,Unknown
Sean DIXON,400-metres-hurdles,male,USA,49.54,No,4.2211654e-05,Yes,No,No,Unknown
Mikael Antonio DE JESÚS,400-metres-hurdles,male,POR,49.54,No,2.5722959e-05,Yes,No,No,Yes
Marthinus DU PREEZ,400-metres-hurdles,male,RSA,49.55,No,3.2634383e-05,Yes,No,No,Unknown
Masaki TOYODA,400-metres-hurdles,male,JPN,49.55,No,8.129367e-06,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.55,No,2.5587293e-05,Yes,No,No,Unknown
Kemorena TISANG,400-metres-hurdles,male,BOT,49.55,No,6.834741e-05,Yes,No,No,No
Bryce MCCRAY,400-metres-hurdles,male,USA,49.56,No,5.546507e-05,Yes,No,No,Yes
Bryce MCCRAY,400-metres-hurdles,male,USA,49.56,No,5.546507e-05,Yes,No,No,Yes
Oskar EDLUND,400-metres-hurdles,male,SWE,49.56,No,4.486313e-05,Yes,No,No,Yes
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.56,No,0.00014886275,Yes,No,No,Yes
Mahdi PIRJAHAN,400-metres-hurdles,male,IRI,49.56,No,4.4375636e-05,Yes,No,No,No
Dany BRAND,400-metres-hurdles,male,SUI,49.56,No,7.5285348e-06,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.57,No,2.5587293e-05,Yes,No,No,Unknown
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.57,No,2.5587293e-05,Yes,No,No,Unknown
Mimoun ABDOUL WAHAB,400-metres-hurdles,male,BEL,49.57,No,0.0001327568,Yes,No,No,Yes
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.58,No,2.7316099e-05,Yes,No,No,No
Kemorena TISANG,400-metres-hurdles,male,BOT,49.58,No,6.834741e-05,Yes,No,No,No
Owe FISCHER-BREIHOLZ,400-metres-hurdles,male,GER,49.58,No,2.8169206e-05,Yes,No,No,Unknown
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.58,No,6.834741e-05,Yes,No,No,No
Diogo BARRIGANA,400-metres-hurdles,male,POR,49.58,No,3.4447552e-05,Yes,No,No,Unknown
CJ ALLEN,400-metres-hurdles,male,USA,49.58,No,9.3077415e-06,Yes,No,No,No
Matej BALUCH,400-metres-hurdles,male,SVK,49.58,No,3.414297e-05,Yes,No,No,No
Reyte RASH,400-metres-hurdles,male,USA,49.58,No,4.2211654e-05,Yes,No,No,Unknown
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.58,No,2.3359396e-05,Yes,No,No,Unknown
Drake SCHNEIDER,400-metres-hurdles,male,USA,49.58,No,6.714223e-05,Yes,No,No,No
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.58,No,7.3111776e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,49.59,No,3.414297e-05,Yes,No,No,No
Matej BALUCH,400-metres-hurdles,male,SVK,49.59,No,3.414297e-05,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.59,No,2.5587293e-05,Yes,No,No,Unknown
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,49.59,No,2.7450797e-05,Yes,No,No,Yes
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.6,No,2.306116e-05,Yes,No,No,Unknown
David THID,400-metres-hurdles,male,SWE,49.6,No,4.486313e-05,Yes,No,No,Unknown
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.6,No,2.7316099e-05,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.6,No,2.5587293e-05,Yes,No,No,Unknown
Vittorio GHEDINA,400-metres-hurdles,male,ITA,49.61,No,0.00011059409,Yes,No,No,Unknown
Marc Anthony IBRAHIM,400-metres-hurdles,male,Unknown,49.61,No,5.546507e-05,Yes,No,Unknown,Unknown
James SMITH II,400-metres-hurdles,male,USA,49.61,No,5.231424e-05,Yes,No,No,No
Hugo MENIN,400-metres-hurdles,male,FRA,49.61,No,2.5646927e-05,Yes,No,No,Unknown
Julien BONVIN,400-metres-hurdles,male,SUI,49.61,No,5.4308373e-05,Yes,No,No,No
Victor NTWENG,400-metres-hurdles,male,BOT,49.61,No,6.834741e-05,Yes,No,No,Yes
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.61,No,6.834741e-05,Yes,No,No,No
Hugo MENIN,400-metres-hurdles,male,FRA,49.61,No,2.5646927e-05,Yes,No,No,Unknown
CJ ALLEN,400-metres-hurdles,male,USA,49.61,No,9.3077415e-06,Yes,No,No,No
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.61,No,3.414297e-05,Yes,No,No,Unknown
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.61,No,2.5587293e-05,Yes,No,No,Unknown
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.62,No,2.306116e-05,Yes,No,No,Unknown
Yuki MORIOKA,400-metres-hurdles,male,JPN,49.62,No,2.3359396e-05,Yes,No,No,Unknown
Tatsuhiro YAMAMOTO,400-metres-hurdles,male,JPN,49.62,No,1.8614324e-05,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.62,No,2.5587293e-05,Yes,No,No,Unknown
Aldrich BAILEY JR,400-metres-hurdles,male,USA,49.62,No,9.956606e-06,Yes,No,No,No
Michele BERTOLDO,400-metres-hurdles,male,ITA,49.63,No,0.00010918223,Yes,No,No,Unknown
Chung-Wei LIN,400-metres-hurdles,male,TPE,49.63,No,4.912666e-05,Yes,No,No,Unknown
Fantin CRISCI,400-metres-hurdles,male,FRA,49.63,No,2.5646927e-05,Yes,No,No,Unknown
James SMITH II,400-metres-hurdles,male,USA,49.63,No,5.231424e-05,Yes,No,No,No
Aldrich BAILEY JR,400-metres-hurdles,male,USA,49.63,No,9.956606e-06,Yes,No,No,No
Yashas PALAKSHA,400-metres-hurdles,male,IND,49.63,No,2.7809565e-05,Yes,No,No,No
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.64,No,0.00014886275,Yes,No,No,Yes
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.64,No,3.414297e-05,Yes,No,No,Unknown
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.65,No,2.7316099e-05,Yes,No,No,No
Ken TOYODA,400-metres-hurdles,male,JPN,49.65,No,2.306116e-05,Yes,No,No,No
Yuki MORIOKA,400-metres-hurdles,male,JPN,49.66,No,2.3359396e-05,Yes,No,No,Unknown
Zhiyu XIE,400-metres-hurdles,male,CHN,49.66,No,0.00014886275,Yes,No,No,No
Mario PAUL,400-metres-hurdles,male,USA,49.66,No,4.2211654e-05,Yes,No,No,Unknown
Shu WATANABE,400-metres-hurdles,male,JPN,49.66,No,2.3359396e-05,Yes,No,No,Unknown
Oskar EDLUND,400-metres-hurdles,male,SWE,49.66,No,4.486313e-05,Yes,No,No,No
Anan YE,400-metres-hurdles,male,CHN,49.66,No,0.0001327568,Yes,No,No,No
Kipkorir ROTICH,400-metres-hurdles,male,KEN,49.66,No,8.663446e-06,Yes,No,No,Unknown
Kunihiro OKAMURA,400-metres-hurdles,male,JPN,49.66,No,2.7316099e-05,Yes,No,No,Yes
Victor NTWENG,400-metres-hurdles,male,BOT,49.66,No,6.834741e-05,Yes,No,No,Yes
Iker MORENO,400-metres-hurdles,male,ESP,49.66,No,2.7208072e-05,Yes,No,No,Unknown
Antti SAINIO,400-metres-hurdles,male,FIN,49.66,No,2.7208072e-05,Yes,No,No,Yes
İsmail NEZIR,400-metres-hurdles,male,TUR,49.66,No,4.486313e-05,Yes,No,No,No
Iker MORENO,400-metres-hurdles,male,ESP,49.66,No,2.7208072e-05,Yes,No,No,Unknown
İsmail NEZIR,400-metres-hurdles,male,TUR,49.67,No,4.486313e-05,Yes,No,No,No
Hayato SHIMODA,400-metres-hurdles,male,JPN,49.67,No,2.5587293e-05,Yes,No,No,Unknown
Tatsuhiro YAMAMOTO,400-metres-hurdles,male,JPN,49.67,No,1.8614324e-05,Yes,No,No,No
Nick SMIDT,400-metres-hurdles,male,NED,49.67,No,8.663446e-06,Yes,No,No,No
Isaac LEWIS,400-metres-hurdles,male,USA,49.68,No,4.2211654e-05,Yes,No,No,Unknown
Assinie WILSON,400-metres-hurdles,male,JAM,49.68,No,2.306116e-05,Yes,No,No,No
Khallifah ROSSER,400-metres-hurdles,male,USA,49.68,No,9.3077415e-06,Yes,No,No,No
Kenji YAMAMOTO,400-metres-hurdles,male,JPN,49.68,No,8.129367e-06,Yes,No,No,Yes
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.68,No,2.3359396e-05,Yes,No,No,Unknown
Kenji YAMAMOTO,400-metres-hurdles,male,JPN,49.68,No,8.129367e-06,Yes,No,No,Yes
Assinie WILSON,400-metres-hurdles,male,JAM,49.68,No,2.306116e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,49.68,No,3.414297e-05,Yes,No,No,No
Xavier BRANKER,400-metres-hurdles,male,USA,49.69,No,6.652853e-05,Yes,No,No,Unknown
İsmail NEZIR,400-metres-hurdles,male,TUR,49.69,No,4.486313e-05,Yes,No,No,No
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,49.69,No,2.7450797e-05,Yes,No,No,No
Diogo BARRIGANA,400-metres-hurdles,male,POR,49.69,No,3.4447552e-05,Yes,No,No,Unknown
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.69,No,3.414297e-05,Yes,No,No,Unknown
Ryan MATULONIS,400-metres-hurdles,male,USA,49.69,No,6.652853e-05,Yes,No,No,Unknown
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.69,No,6.834741e-05,Yes,No,No,No
Soujiro MORITAKA,400-metres-hurdles,male,JPN,49.7,No,2.306116e-05,Yes,No,No,No
Kody BLACKWOOD,400-metres-hurdles,male,USA,49.7,No,6.073608e-05,Yes,No,No,Unknown
Masaya ODA,400-metres-hurdles,male,JPN,49.7,No,1.8614324e-05,Yes,No,No,No
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.7,No,2.306116e-05,Yes,No,No,Unknown
Kiyoto YANAGITA,400-metres-hurdles,male,JPN,49.71,No,2.5587293e-05,Yes,No,No,Unknown
Vittorio GHEDINA,400-metres-hurdles,male,ITA,49.71,No,0.00011059409,Yes,No,No,Unknown
Marthinus DU PREEZ,400-metres-hurdles,male,RSA,49.72,No,3.2634383e-05,Yes,No,No,Unknown
Keigo TAHARA,400-metres-hurdles,male,JPN,49.72,No,2.3359396e-05,Yes,No,No,Unknown
Toshimasa KURIBAYASHI,400-metres-hurdles,male,JPN,49.72,No,2.306116e-05,Yes,No,No,No
Simon DESCHAMPS,400-metres-hurdles,male,FRA,49.72,No,2.5978605e-05,Yes,No,No,Unknown
Shunta INOUE,400-metres-hurdles,male,JPN,49.73,No,2.306116e-05,Yes,No,No,Yes
Nahom YIRGA,400-metres-hurdles,male,SUI,49.73,No,3.414297e-05,Yes,No,No,No
Johnny BRACKINS,400-metres-hurdles,male,USA,49.73,No,5.546507e-05,Yes,No,No,Unknown
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.73,No,2.5587293e-05,Yes,No,No,Unknown
Ismail MANYANI,400-metres-hurdles,male,MAR,49.73,No,2.911066e-05,Yes,No,No,Yes
Hayato SHIMODA,400-metres-hurdles,male,JPN,49.73,No,2.5587293e-05,Yes,No,No,Unknown
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.73,No,3.414297e-05,Yes,No,No,Unknown
Chung-Wei LIN,400-metres-hurdles,male,TPE,49.73,No,4.912666e-05,Yes,No,No,Unknown
Syunta IRIE,400-metres-hurdles,male,JPN,49.74,No,2.5587293e-05,Yes,No,No,Unknown
Carl BENGTSTRÖM,400-metres-hurdles,male,SWE,49.74,No,4.2314547e-05,Yes,No,No,No
Syunta IRIE,400-metres-hurdles,male,JPN,49.74,No,2.5587293e-05,Yes,No,No,Unknown
Hayato SHIMODA,400-metres-hurdles,male,JPN,49.74,No,2.5587293e-05,Yes,No,No,Unknown
Vít MÜLLER,400-metres-hurdles,male,CZE,49.74,No,6.077675e-05,Yes,No,No,No
Niklas STROHMAYER-DANGL,400-metres-hurdles,male,AUT,49.74,No,0.00013106203,Yes,No,No,Unknown
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.75,No,0.00014886275,Yes,No,No,Yes
Yeral NUÑEZ,400-metres-hurdles,male,DOM,49.75,No,8.296008e-05,Yes,No,No,No
Jun Jie Calvin QUEK,400-metres-hurdles,male,SGP,49.75,No,7.5285348e-06,Yes,No,Unknown,Unknown
Yamato SAKAI,400-metres-hurdles,male,JPN,49.75,No,2.5587293e-05,Yes,No,No,Unknown
Mimoun ABDOUL WAHAB,400-metres-hurdles,male,BEL,49.75,No,0.0001327568,Yes,No,No,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,49.75,No,2.306116e-05,Yes,No,No,No
Matej BALUCH,400-metres-hurdles,male,SVK,49.75,No,3.414297e-05,Yes,No,No,No
Ken TOYODA,400-metres-hurdles,male,JPN,49.75,No,2.306116e-05,Yes,No,No,No
Tyrece HYMAN,400-metres-hurdles,male,JAM,49.76,No,2.5587293e-05,Yes,No,No,Unknown
Mori RUCHIT,400-metres-hurdles,male,IND,49.76,No,2.7809565e-05,Yes,No,No,Unknown
Vittorio GHEDINA,400-metres-hurdles,male,ITA,49.77,No,0.00011059409,Yes,No,No,Unknown
Matej BALUCH,400-metres-hurdles,male,SVK,49.77,No,3.414297e-05,Yes,No,No,No
Hugo MENIN,400-metres-hurdles,male,FRA,49.77,No,2.5646927e-05,Yes,No,No,Unknown
Dany BRAND,400-metres-hurdles,male,SUI,49.77,No,7.5285348e-06,Yes,No,No,No
Masaki TOYODA,400-metres-hurdles,male,JPN,49.77,No,8.129367e-06,Yes,No,No,No
Ludvy VAILLANT,400-metres-hurdles,male,FRA,49.77,No,2.3549183e-05,Yes,No,No,No
Diogo BARRIGANA,400-metres-hurdles,male,POR,49.77,No,3.4447552e-05,Yes,No,No,Unknown
Jarrett GENTLES,400-metres-hurdles,male,USA,49.78,No,4.2211654e-05,Yes,No,No,Unknown
Yusaku KODAMA,400-metres-hurdles,male,JPN,49.78,No,2.306116e-05,Yes,No,No,No
Kunihiro OKAMURA,400-metres-hurdles,male,JPN,49.78,No,2.306116e-05,Yes,No,No,Yes
Demar MURRAY,400-metres-hurdles,male,JAM,49.78,No,3.282562e-05,Yes,No,No,Yes
Khallifah ROSSER,400-metres-hurdles,male,USA,49.78,No,9.3077415e-06,Yes,No,No,No
Dennick LUKE,400-metres-hurdles,male,DMA,49.78,No,8.296008e-05,Yes,No,Unknown,Unknown
Nikola KOSTIĆ,400-metres-hurdles,male,SRB,49.79,No,4.912666e-05,Yes,No,No,No
Khallifah ROSSER,400-metres-hurdles,male,USA,49.79,No,9.3077415e-06,Yes,No,No,No
Jevon WILLIAMS,400-metres-hurdles,male,USA,49.8,No,4.2211654e-05,Yes,No,No,Yes
Jason PARRISH,400-metres-hurdles,male,USA,49.8,No,6.652853e-05,Yes,No,No,Unknown
Khallifah ROSSER,400-metres-hurdles,male,USA,49.8,No,9.3077415e-06,Yes,No,No,No
David THID,400-metres-hurdles,male,SWE,49.8,No,4.486313e-05,Yes,No,No,Unknown
İsmail NEZIR,400-metres-hurdles,male,TUR,49.81,No,4.486313e-05,Yes,No,No,No
Oskar EDLUND,400-metres-hurdles,male,SWE,49.81,No,4.486313e-05,Yes,No,No,No
Antti SAINIO,400-metres-hurdles,male,FIN,49.81,No,2.7208072e-05,Yes,No,No,Yes
Jayden DOUGLAS,400-metres-hurdles,male,USA,49.81,No,6.652853e-05,Yes,No,No,Unknown
Jorge GARCÍA,400-metres-hurdles,male,ESP,49.81,No,2.5646927e-05,Yes,No,No,Unknown
Anan YE,400-metres-hurdles,male,CHN,49.81,No,0.0001327568,Yes,No,No,No
Ismail Doudai ABAKAR,400-metres-hurdles,male,QAT,49.82,No,3.4447552e-05,Yes,No,No,No
Joshua FAULDS,400-metres-hurdles,male,GBR,49.82,No,4.4375636e-05,Yes,No,No,Unknown
Omri SHIFF,400-metres-hurdles,male,ISR,49.82,No,2.7809565e-05,Yes,No,Yes,Unknown
Tatsuhiro YAMAMOTO,400-metres-hurdles,male,JPN,49.82,No,1.8614324e-05,Yes,No,No,No
Hugo MENIN,400-metres-hurdles,male,FRA,49.82,No,2.5646927e-05,Yes,No,No,Unknown
Jian-Rong CHEN,400-metres-hurdles,male,TPE,49.83,No,4.912666e-05,Yes,No,No,Unknown
Saad HINTI,400-metres-hurdles,male,MAR,49.83,No,2.45762e-05,Yes,No,No,No
Jorge GARCÍA,400-metres-hurdles,male,ESP,49.83,No,2.5646927e-05,Yes,No,No,Unknown
Taijyu GOTO,400-metres-hurdles,male,JPN,49.84,No,2.5587293e-05,Yes,No,No,Unknown
Chung-Wei LIN,400-metres-hurdles,male,TPE,49.84,No,4.912666e-05,Yes,No,No,Unknown
Taijyu GOTO,400-metres-hurdles,male,JPN,49.84,No,2.5587293e-05,Yes,No,No,Unknown
Yuki MORIOKA,400-metres-hurdles,male,JPN,49.84,No,2.3359396e-05,Yes,No,No,Unknown
Ryan MATULONIS,400-metres-hurdles,male,USA,49.84,No,6.652853e-05,Yes,No,No,Unknown
David THID,400-metres-hurdles,male,SWE,49.85,No,4.486313e-05,Yes,No,No,Unknown
Vittorio GHEDINA,400-metres-hurdles,male,ITA,49.85,No,0.00011059409,Yes,No,No,Unknown
Berke AKÇAM,400-metres-hurdles,male,TUR,49.86,No,3.414297e-05,Yes,No,No,No
Kody BLACKWOOD,400-metres-hurdles,male,USA,49.86,No,6.073608e-05,Yes,No,No,Unknown
Jake MINSHULL,400-metres-hurdles,male,GBR,49.86,No,2.950235e-05,Yes,No,No,Unknown
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,49.86,No,2.7450797e-05,Yes,No,No,No
Kunihiro OKAMURA,400-metres-hurdles,male,JPN,49.86,No,2.306116e-05,Yes,No,No,No
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,49.86,No,2.7450797e-05,Yes,No,No,No
Malik JAMES-KING,400-metres-hurdles,male,JAM,49.87,No,2.7316099e-05,Yes,No,No,No
Johnny BRACKINS,400-metres-hurdles,male,USA,49.87,No,6.073608e-05,Yes,No,No,Unknown
Antti SAINIO,400-metres-hurdles,male,FIN,49.87,No,2.7208072e-05,Yes,No,No,Yes
Niklas STROHMAYER-DANGL,400-metres-hurdles,male,AUT,49.87,No,0.00013106203,Yes,No,No,Unknown
